id,mol_dir_name,bmrbacc,sub_id,x_chem_shift,y_chem_shift,x_width,y_width,height,volume
20509,N_acetyl_D_glucosamine_6_phosphate,bmse000205,21,72.303,3.668,2.758,2.527,157434400,656712800
20510,N_acetyl_D_glucosamine_6_phosphate,bmse000205,22,72.289,3.643,2.96,2.572,299780400,2046419000
20511,N_acetyl_D_glucosamine_6_phosphate,bmse000205,23,72.17,3.616,3.06,2.765,235685800,1821412000
20512,N_acetyl_D_glucosamine_6_phosphate,bmse000205,24,72.125,3.592,2.487,2.726,146100400,721507500
20513,N_acetyl_D_glucosamine_6_phosphate,bmse000205,25,76.174,3.567,2.978,2.381,102231200,418262200
20514,N_acetyl_D_glucosamine_6_phosphate,bmse000205,26,72.126,3.566,2.675,2.677,50834810,50323850
20515,N_acetyl_D_glucosamine_6_phosphate,bmse000205,27,76.168,3.543,2.946,2.46,173056000,997585700
20516,N_acetyl_D_glucosamine_6_phosphate,bmse000205,28,78.17,3.518,2.542,3.638,174032500,1550376000
20517,N_acetyl_D_glucosamine_6_phosphate,bmse000205,29,76.148,3.518,2.856,2.786,76333080,259836500
20518,N_acetyl_D_glucosamine_6_phosphate,bmse000205,30,78.172,3.494,2.29,5.174,152787200,2150669000
20519,N_acetyl_D_glucosamine_6_phosphate,bmse000205,31,22.948,2.181,2.286,2.752,189630100,868694000
20520,N_acetyl_D_glucosamine_6_phosphate,bmse000205,32,24.665,2.046,3.203,2.578,1160464000,9922177000
20521,N_acetyl_D_glucosamine_6_phosphate,bmse000205,33,24.824,2.044,4.965,2.497,916605400,11999940000
20522,N_acetyl_D_glucosamine_6_phosphate,bmse000205,34,24.457,2.006,2.351,2.642,195821800,912306800
20523,formate,bmse000203,1,173.895,8.454,2.167,2.812,439452800,2130447000
20524,HEPES,bmse000202,1,58.585,3.864,2.37,4.464,348326700,3775694000
20525,HEPES,bmse000202,2,50.022,3.173,2.387,4.386,114853800,1276081000
20526,HEPES,bmse000202,3,54.085,3.168,2.301,9.627,159079000,3319465000
20527,HEPES,bmse000202,4,50.016,3.157,2.631,4.321,130586800,2056822000
20528,HEPES,bmse000202,5,50.019,3.139,2.444,4.293,125994000,1436115000
20529,HEPES,bmse000202,6,60.805,3.096,2.257,4.438,326935700,3535789000
20530,HEPES,bmse000202,7,54.515,2.967,2.427,3.625,143140200,1442707000
20531,HEPES,bmse000202,8,54.516,2.948,2.61,4.795,142540400,2033600000
20532,HEPES,bmse000202,9,54.51,2.93,2.451,3.306,123800100,938232900
20533,HEPES,bmse000202,10,52.386,2.872,2.331,9.234,163446100,3365229000
20534,D_citrulline,bmse000209,1,57.198,3.746,2.463,3.303,332371900,2778802000
20535,D_citrulline,bmse000209,2,41.935,3.137,3.05,3.16,246133100,2798419000
20536,D_citrulline,bmse000209,3,30.446,1.869,2.231,11.793,224940500,4818923000
20537,D_citrulline,bmse000209,4,27.67,1.583,2.237,6.981,111024400,2400300000
20538,D_citrulline,bmse000209,5,27.673,1.565,2.205,6.302,120914100,2102682000
20539,D_citrulline,bmse000209,6,27.671,1.551,2.2,19.361,108035600,4162062000
20540,tryptamine,bmse000207,1,121.037,7.723,2.449,2.68,796824100,4368697000
20541,tryptamine,bmse000207,2,121.036,7.703,2.45,2.539,713701200,3770968000
20542,tryptamine,bmse000207,3,114.789,7.59,2.249,2.706,752120700,4379653000
20543,tryptamine,bmse000207,4,114.789,7.569,2.193,2.866,759486100,4545003000
20544,tryptamine,bmse000207,5,124.884,7.342,2.546,2.567,298577700,1230374000
20545,tryptamine,bmse000207,6,127.058,7.336,2.388,2.62,1109184000,5385486000
20546,tryptamine,bmse000207,7,124.877,7.322,2.312,2.969,562268200,3651079000
20547,tryptamine,bmse000207,8,124.871,7.302,2.479,2.635,345484000,2181174000
20548,tryptamine,bmse000207,9,122.145,7.254,2.173,2.888,456360100,2695005000
20549,tryptamine,bmse000207,10,122.139,7.234,2.103,3.388,641791900,3927152000
20550,tryptamine,bmse000207,11,122.124,7.215,2.36,2.412,271135600,1137029000
20551,tryptamine,bmse000207,12,42.47,3.354,2.253,4.144,449200600,6448331000
20552,tryptamine,bmse000207,13,42.454,3.337,2.511,2.737,1035465000,7439896000
20553,tryptamine,bmse000207,14,42.446,3.32,2.488,2.711,563722800,3954291000
20554,tryptamine,bmse000207,15,25.386,3.199,2.6,2.539,296167600,1549649000
20555,tryptamine,bmse000207,16,25.382,3.182,2.487,2.793,615823000,4119070000
20556,tryptamine,bmse000207,17,25.371,3.165,2.361,4.857,301748200,3419842000
20557,caffeine,bmse000206,1,146.17,7.88,2.244,2.842,321096400,1689801000
20558,caffeine,bmse000206,2,36.177,3.884,2.251,2.768,938653800,4893983000
20559,caffeine,bmse000206,3,32.533,3.405,2.44,2.688,790776600,4806001000
20560,caffeine,bmse000206,4,30.628,3.238,2.575,2.471,726138600,3888242000
20561,DL_serine,bmse000222,1,62.894,3.997,2.187,3.628,79318050,653590600
20562,DL_serine,bmse000222,2,62.891,3.962,2.19,3.959,454338500,4434796000
20563,DL_serine,bmse000222,3,62.89,3.947,2.203,4.292,248919300,3234748000
20564,DL_serine,bmse000222,4,62.89,3.914,2.235,3.647,59903000,422070800
20565,DL_serine,bmse000222,5,59.073,3.836,2.364,4.925,237430500,2620874000
20566,kanamycin,bmse000201,1,99.375,5.613,2.159,3.988,662863300,4783443000
20567,kanamycin,bmse000201,2,103.089,5.15,2.262,3.771,579406200,4156298000
20568,kanamycin,bmse000201,3,71.339,4.038,2.192,4.328,252458700,2213186000
20569,kanamycin,bmse000201,4,71.337,4.017,2.269,3.966,451183600,4577184000
20570,kanamycin,bmse000201,5,71.335,3.996,2.264,4.293,246674500,2266415000
20571,kanamycin,bmse000201,6,75.284,3.959,2.33,5.482,304979200,3440664000
20572,kanamycin,bmse000201,7,75.289,3.936,2.369,4.738,323748900,3423792000
20573,kanamycin,bmse000201,8,71.21,3.93,2.413,3.731,385827400,3728370000
20574,kanamycin,bmse000201,9,71.209,3.902,2.324,3.892,411934100,3281841000
20575,kanamycin,bmse000201,10,76.143,3.888,2.663,3.016,160163600,291313000
20576,kanamycin,bmse000201,11,76.14,3.866,2.675,2.858,327697000,2389480000
20577,kanamycin,bmse000201,12,62.587,3.845,2.253,4.831,117511500,116291600
20578,kanamycin,bmse000201,13,76.142,3.843,2.545,2.886,215320000,931869700
20579,kanamycin,bmse000201,14,74.813,3.817,2.588,2.85,205479000,647576900
20580,kanamycin,bmse000201,15,62.583,3.816,2.23,3.863,965888300,8302666000
20581,kanamycin,bmse000201,16,82.357,3.809,2.187,3.415,231753500,1442814000
20582,kanamycin,bmse000201,17,74.806,3.792,2.344,2.968,438068900,2510000000
20583,kanamycin,bmse000201,18,82.357,3.784,2.225,3.24,386902800,2311903000
20584,kanamycin,bmse000201,19,74.806,3.768,2.404,3.178,241720200,765371300
20585,kanamycin,bmse000201,20,82.355,3.76,2.274,3.297,191567900,466611600
20586,kanamycin,bmse000201,21,87.449,3.732,2.409,3.558,176694500,591049700
20587,kanamycin,bmse000201,22,68.466,3.717,2.555,2.927,206006900,900335000
20588,kanamycin,bmse000201,23,87.456,3.708,2.554,3.069,302411600,1582691000
20589,kanamycin,bmse000201,24,68.471,3.691,2.572,2.895,375742400,1873090000
20590,kanamycin,bmse000201,25,87.456,3.684,2.497,3.062,161486100,532176600
20591,kanamycin,bmse000201,26,73.718,3.669,2.634,3.574,353745800,3404642000
20592,kanamycin,bmse000201,27,68.483,3.665,2.744,2.706,201971700,863216000
20593,kanamycin,bmse000201,28,73.712,3.643,2.519,3.741,309604600,2329820000
20594,kanamycin,bmse000201,29,57.689,3.488,2.285,3.136,237737700,1217923000
20595,kanamycin,bmse000201,30,52.813,3.47,2.254,5.066,175217100,1908656000
20596,kanamycin,bmse000201,31,43.18,3.467,2.236,4.218,266729800,1336881000
20597,kanamycin,bmse000201,32,57.692,3.461,2.482,2.899,429415500,2498231000
20598,kanamycin,bmse000201,33,52.816,3.443,2.288,4.489,298969300,2527323000
20599,kanamycin,bmse000201,34,57.694,3.435,2.336,3.205,202789000,581879700
20600,kanamycin,bmse000201,35,43.18,3.435,2.192,3.734,312220400,1991723000
20601,kanamycin,bmse000201,36,52.816,3.416,2.453,4.794,144982800,562322200
20602,kanamycin,bmse000201,37,73.829,3.394,2.618,2.847,275398100,1410092000
20603,kanamycin,bmse000201,38,50.864,3.396,2.588,5.155,178470100,2201078000
20604,kanamycin,bmse000201,39,73.83,3.37,2.302,2.991,548923100,3372227000
20605,kanamycin,bmse000201,40,50.867,3.369,2.409,4.598,310044700,2796737000
20606,kanamycin,bmse000201,41,73.833,3.346,2.398,3.126,257677800,1721725000
20607,kanamycin,bmse000201,42,50.869,3.343,2.658,4.696,157878400,1444154000
20608,kanamycin,bmse000201,43,43.179,3.188,2.233,3.385,205117000,840879400
20609,kanamycin,bmse000201,44,43.178,3.163,2.146,6.164,235892000,2085137000
20610,kanamycin,bmse000201,45,43.175,3.133,2.26,3.128,145729500,267494000
20611,kanamycin,bmse000201,46,32.405,2.409,2.32,7.733,147691000,1760024000
20612,kanamycin,bmse000201,47,32.408,2.392,2.478,0,125757300,257782700
20613,kanamycin,bmse000201,48,32.407,1.818,2.362,3.496,147814100,263741300
20614,kanamycin,bmse000201,49,32.406,1.788,2.406,3.349,133185500,129846300
20615,D_galacturonic_acid,bmse000216,1,94.883,5.289,2.146,3.724,340857700,2269809000
20616,D_galacturonic_acid,bmse000216,2,98.703,4.577,2.225,2.748,347860100,1867966000
20617,D_galacturonic_acid,bmse000216,3,98.702,4.556,2.235,2.704,383099200,2043606000
20618,D_galacturonic_acid,bmse000216,4,74.07,4.4,2.349,2.869,426832100,2291918000
20619,D_galacturonic_acid,bmse000216,5,73.521,4.269,2.109,3.59,368661200,2366621000
20620,D_galacturonic_acid,bmse000216,6,73.049,4.203,2.264,3.414,531718900,3453903000
20621,D_galacturonic_acid,bmse000216,7,78.226,4.051,2.508,2.579,716081800,4017378000
20622,D_galacturonic_acid,bmse000216,8,72.045,3.92,2.38,3.143,117792800,401071200
20623,D_galacturonic_acid,bmse000216,9,72.042,3.892,2.32,3.211,172055100,763984200
20624,D_galacturonic_acid,bmse000216,10,70.737,3.827,2.105,3.651,154245000,934389400
20625,D_galacturonic_acid,bmse000216,11,70.736,3.799,2.216,3.62,116945500,464390900
20626,D_galacturonic_acid,bmse000216,12,75.599,3.7,2.531,3.302,172343700,1120976000
20627,D_galacturonic_acid,bmse000216,13,75.602,3.674,2.509,3.299,198498800,1445754000
20628,D_galacturonic_acid,bmse000216,14,74.272,3.517,2.532,2.495,121055900,582970300
20629,D_galacturonic_acid,bmse000216,15,74.281,3.495,2.477,2.769,206229400,1045780000
20630,D_galacturonic_acid,bmse000216,16,74.274,3.472,2.372,2.85,117982200,351328700
20631,melibiose,bmse000215,1,94.903,5.238,2.402,3.658,215366400,1397579000
20632,melibiose,bmse000215,2,100.879,4.98,2.214,3.981,550955600,4539359000
20633,melibiose,bmse000215,3,98.784,4.678,2.376,2.711,256860100,1526871000
20634,melibiose,bmse000215,4,98.784,4.659,2.355,2.915,277455300,1830038000
20635,melibiose,bmse000215,5,72.798,4.014,2.31,3.721,110114800,804944300
20636,melibiose,bmse000215,6,68.614,4.009,2.146,6.454,63900020,873051500
20637,melibiose,bmse000215,7,72.796,3.991,2.711,3.64,93219270,907316500
20638,melibiose,bmse000215,8,71.904,3.994,2.446,3.431,602801200,4565559000
20639,melibiose,bmse000215,9,73.665,3.977,2.114,4.152,296689400,3165615000
20640,melibiose,bmse000215,10,68.546,3.973,2.312,5.064,142820000,1729849000
20641,melibiose,bmse000215,11,73.669,3.964,2.144,4.31,271329900,3055714000
20642,melibiose,bmse000215,12,68.516,3.941,2.15,5.283,139141800,1541540000
20643,melibiose,bmse000215,13,72.176,3.903,2.259,3.33,208986100,1456989000
20644,melibiose,bmse000215,14,71.171,3.883,2.316,3.919,89662440,499385700
20645,melibiose,bmse000215,15,72.17,3.876,2.259,3.555,315157500,2356707000
20646,melibiose,bmse000215,16,72.175,3.825,2.028,4.398,117172000,741704900
20647,melibiose,bmse000215,17,71.173,3.83,2.314,3.829,284405000,2414037000
20648,melibiose,bmse000215,18,71.17,3.803,2.349,3.684,213586100,1984046000
20649,melibiose,bmse000215,19,68.516,3.771,2.198,3.464,174283500,1156189000
20650,melibiose,bmse000215,20,68.519,3.742,2.237,3.473,145654000,995999000
20651,melibiose,bmse000215,21,63.799,3.743,2.289,3.285,596842200,4297727000
20652,melibiose,bmse000215,22,73.665,3.737,2.957,2.418,94628880,389899800
20653,melibiose,bmse000215,23,63.797,3.73,2.192,3.503,546042200,4101695000
20654,melibiose,bmse000215,24,68.604,3.718,2.265,3.81,93659010,643389100
20655,melibiose,bmse000215,25,75.635,3.709,2.485,2.596,103068300,398932800
20656,melibiose,bmse000215,26,68.609,3.691,2.277,3.522,82197740,357513000
20657,melibiose,bmse000215,27,75.654,3.685,2.854,2.579,52205330,93848960
20658,melibiose,bmse000215,28,77.048,3.634,2.346,8.063,142379800,2083596000
20659,melibiose,bmse000215,29,74.119,3.55,2.359,3.608,97253080,780754300
20660,melibiose,bmse000215,30,72.192,3.534,2.754,2.992,87237860,655435800
20661,melibiose,bmse000215,31,74.12,3.525,2.32,3.746,86868820,541256600
20662,melibiose,bmse000215,32,72.178,3.508,2.498,4.243,193424100,2201820000
20663,melibiose,bmse000215,33,78.596,3.499,2.334,3.465,150980200,1265363000
20664,melibiose,bmse000215,34,78.591,3.482,2.291,3.074,158515100,1043926000
20665,melibiose,bmse000215,35,78.593,3.458,2.38,2.768,74126940,299124000
20666,melibiose,bmse000215,36,76.743,3.27,2.674,3.237,106371100,701818400
20667,melibiose,bmse000215,37,76.755,3.251,2.394,3.11,199178300,1376734000
20668,melibiose,bmse000215,38,76.755,3.23,2.402,3.139,106762300,625854300
20669,raffinose,bmse000221,1,94.809,5.42,2.212,3.837,403682600,2945086000
20670,raffinose,bmse000221,2,101.16,4.987,2.316,3.656,393951400,3046658000
20671,raffinose,bmse000221,3,79,4.231,2.307,2.964,206668700,1380321000
20672,raffinose,bmse000221,4,78.998,4.208,2.238,3.143,237935800,1571585000
20673,raffinose,bmse000221,5,76.675,4.079,2.596,2.872,86208130,381411900
20674,raffinose,bmse000221,6,76.679,4.058,2.915,2.546,170400000,1244296000
20675,raffinose,bmse000221,7,74.094,4.057,2.551,4.121,155498700,1671247000
20676,raffinose,bmse000221,8,68.569,4.046,2.162,7.53,109663600,1745805000
20677,raffinose,bmse000221,9,76.675,4.036,2.638,2.765,95125330,514491400
20678,raffinose,bmse000221,10,74.089,4.034,2.287,4.271,175526400,1768764000
20679,raffinose,bmse000221,11,68.571,4.023,2.157,5.009,127408000,1539747000
20680,raffinose,bmse000221,12,71.907,3.998,2.167,3.575,406775600,2812819000
20681,raffinose,bmse000221,13,73.733,3.949,2.178,4.224,213419000,2180613000
20682,raffinose,bmse000221,14,72.141,3.904,2.32,3.38,135053600,860086000
20683,raffinose,bmse000221,15,84.043,3.892,2.243,4.207,164062600,1791980000
20684,raffinose,bmse000221,16,71.178,3.884,2.152,3.886,71571250,314675800
20685,raffinose,bmse000221,17,72.137,3.877,2.283,3.266,202941400,1352324000
20686,raffinose,bmse000221,18,65.177,3.847,2.418,3.316,68565810,313962500
20687,raffinose,bmse000221,19,71.182,3.836,2.292,3.557,192547100,1517854000
20688,raffinose,bmse000221,20,72.137,3.831,2.19,4.071,70771650,311971200
20689,raffinose,bmse000221,21,65.178,3.819,2.533,3.305,180855800,1510947000
20690,raffinose,bmse000221,22,71.178,3.808,2.247,3.603,132878300,1041627000
20691,raffinose,bmse000221,23,65.169,3.793,2.366,3.253,130575200,854868900
20692,raffinose,bmse000221,24,75.36,3.78,2.347,3.003,78677260,250624200
20693,raffinose,bmse000221,25,65.172,3.773,2.325,4.136,124975800,1029666000
20694,raffinose,bmse000221,26,75.349,3.755,2.32,2.909,180433900,1006674000
20695,raffinose,bmse000221,27,63.82,3.746,2.369,3.502,341361400,3519341000
20696,raffinose,bmse000221,28,73.72,3.741,2.547,2.562,84252500,247179900
20697,raffinose,bmse000221,29,63.815,3.737,2.307,7.698,305505000,3833291000
20698,raffinose,bmse000221,30,75.356,3.731,2.517,2.864,93069550,496258100
20699,raffinose,bmse000221,31,68.573,3.695,2.2,3.634,147601600,1279750000
20700,raffinose,bmse000221,32,68.573,3.67,2.177,3.929,131684700,1262433000
20701,raffinose,bmse000221,33,64.068,3.666,2.259,2.947,625049500,3654135000
20702,raffinose,bmse000221,34,73.657,3.578,2.432,3.762,156727800,1460155000
20703,raffinose,bmse000221,35,72.093,3.562,2.455,3.377,94619370,548706800
20704,raffinose,bmse000221,36,73.653,3.552,2.397,3.929,145267100,1447684000
20705,raffinose,bmse000221,37,72.094,3.538,2.353,3.132,182742900,1212041000
20706,raffinose,bmse000221,38,72.097,3.514,2.401,3.06,89665520,470848500
20707,phenylacetic_acid,bmse000220,1,131.38,7.392,2.344,3.084,226986500,1395293000
20708,phenylacetic_acid,bmse000220,2,131.377,7.373,2.445,3.159,488448100,3573810000
20709,phenylacetic_acid,bmse000220,3,131.37,7.355,2.181,3.03,365292500,2235211000
20710,phenylacetic_acid,bmse000220,4,129.164,7.309,2.341,3.405,197864400,1321002000
20711,phenylacetic_acid,bmse000220,5,131.874,7.3,2.2,3.082,700933500,4533121000
20712,phenylacetic_acid,bmse000220,6,131.414,7.298,2.283,3.349,155767600,713514700
20713,phenylacetic_acid,bmse000220,7,129.162,7.293,2.523,2.909,324205100,1982768000
20714,phenylacetic_acid,bmse000220,8,131.871,7.282,2.31,2.991,550118500,3620805000
20715,phenylacetic_acid,bmse000220,9,129.175,7.275,2.41,4.632,139833800,1705798000
20716,phenylacetic_acid,bmse000220,10,47.178,3.528,2.434,2.532,1336595000,6840353000
20717,quinolinic_acid,bmse000219,1,151.063,8.444,2.14,7.595,78916790,1269699000
20718,quinolinic_acid,bmse000219,2,151.066,8.37,2.376,9.725,10445510,156795600
20719,quinolinic_acid,bmse000219,3,139.933,8.014,2.218,2.809,252783500,1550815000
20720,quinolinic_acid,bmse000219,4,139.932,7.995,2.189,3.002,284959100,1829418000
20721,quinolinic_acid,bmse000219,5,126.364,7.442,3.184,6.517,55443660,1332651000
20722,L_arabinose,bmse000213,1,95.277,5.229,2.263,3.455,154581700,944205000
20723,L_arabinose,bmse000213,2,99.478,4.516,2.351,2.548,223086300,1232862000
20724,L_arabinose,bmse000213,3,99.478,4.497,2.338,2.679,228536300,1387757000
20725,L_arabinose,bmse000213,4,65.171,4.036,2.274,2.806,87626170,413989600
20726,L_arabinose,bmse000213,5,65.176,4.003,2.413,2.853,108155400,568177700
20727,L_arabinose,bmse000213,6,71.396,3.995,2.375,3.628,155822900,1065388000
20728,L_arabinose,bmse000213,7,71.19,3.933,2.292,3.562,343477200,2402739000
20729,L_arabinose,bmse000213,8,70.704,3.929,2.064,1.812,27657810,27365740
20730,L_arabinose,bmse000213,9,69.1,3.908,2.497,2.839,147080200,871674800
20731,L_arabinose,bmse000213,10,71.288,3.884,2.291,3.385,60008980,299499200
20732,L_arabinose,bmse000213,11,69.097,3.875,2.541,2.802,203863600,1233262000
20733,L_arabinose,bmse000213,12,71.278,3.86,2.569,2.975,95414420,589082700
20734,L_arabinose,bmse000213,13,71.173,3.82,2.423,3.511,88152670,662659100
20735,L_arabinose,bmse000213,14,71.134,3.795,2.406,3.264,55564290,298552000
20736,L_arabinose,bmse000213,15,69.099,3.687,2.546,2.576,226112900,1261019000
20737,L_arabinose,bmse000213,16,75.16,3.666,2.429,3.305,119157000,871958000
20738,L_arabinose,bmse000213,17,74.562,3.654,2.704,3.204,30188930,30100240
20739,L_arabinose,bmse000213,18,69.098,3.654,2.657,2.497,176125500,901204400
20740,L_arabinose,bmse000213,19,65.174,3.655,2.287,3.097,93759340,541882200
20741,L_arabinose,bmse000213,20,75.147,3.641,2.538,3.265,138862300,1114681000
20742,L_arabinose,bmse000213,21,65.175,3.624,2.232,3.024,84337290,477542300
20743,L_arabinose,bmse000213,22,74.555,3.524,2.794,2.418,79703050,472540900
20744,L_arabinose,bmse000213,23,74.555,3.502,2.442,2.685,142263100,850393500
20745,L_arabinose,bmse000213,24,74.548,3.479,2.511,2.64,68099580,430691400
20746,maleic_acid,bmse000212,1,133.25,5.999,2.382,2.468,475954800,2269261000
20747,trimethylamine,bmse000224,1,47.368,2.884,2.243,2.798,835672200,4346493000
20748,FAD,bmse000226,1,141.842,8.31,2.746,2.685,123615200,781082800
20749,FAD,bmse000226,2,155.047,7.851,2.422,2.885,107552000,640442800
20750,FAD,bmse000226,3,133.105,7.625,2.231,3.292,218187900,1457139000
20751,FAD,bmse000226,4,119.149,7.546,2.58,3.006,235882900,1717955000
20752,FAD,bmse000226,5,89.837,5.831,2.165,4.454,251230500,2248917000
20753,FAD,bmse000226,6,49.811,4.926,2.606,7.202,23601110,22605350
20754,FAD,bmse000226,7,49.858,4.898,2.556,6.042,38227830,301749700
20755,FAD,bmse000226,8,49.875,4.865,2.917,3.095,25003720,24745700
20756,FAD,bmse000226,9,77.59,4.513,2.279,4.945,187492100,2220191000
20757,FAD,bmse000226,10,72.688,4.477,2.539,4.182,182470400,1950499000
20758,FAD,bmse000226,11,49.85,4.408,2.982,3.274,48524710,229040500
20759,FAD,bmse000226,12,49.851,4.377,2.646,4.905,39490420,260023000
20760,FAD,bmse000226,13,86.202,4.363,2.246,4.912,199013700,2153617000
20761,FAD,bmse000226,14,72.024,4.357,2.304,6.458,103605500,1853113000
20762,FAD,bmse000226,15,72.023,4.35,2.282,0,104822300,223702300
20763,FAD,bmse000226,16,70.523,4.314,2.83,4.409,85089570,1199077000
20764,FAD,bmse000226,17,67.828,4.303,2.654,5.475,170531400,2598692000
20765,FAD,bmse000226,18,67.843,4.263,2.92,3.883,23500620,22633520
20766,FAD,bmse000226,19,70.505,4.088,2.517,4.087,61808500,873302100
20767,FAD,bmse000226,20,70.521,4.066,2.674,4.003,81793130,1041623000
20768,FAD,bmse000226,21,73.842,4.05,2.721,4.303,99591660,1492587000
20769,FAD,bmse000226,22,75.17,3.905,2.307,5.558,128966600,1886517000
20770,FAD,bmse000226,23,23.461,2.403,2.456,2.766,189468600,1115466000
20771,FAD,bmse000226,24,21.3,2.341,2.272,3.055,213653700,1250397000
20772,biotin,bmse000227,1,62.964,4.605,2.227,4.313,249758100,2872265000
20773,biotin,bmse000227,2,64.713,4.442,2.506,6.161,219041000,3357786000
20774,biotin,bmse000227,3,58.075,3.352,2.183,13.664,266087200,4008949000
20775,biotin,bmse000227,4,42.447,3.017,2.136,7.646,159765600,2300098000
20776,biotin,bmse000227,5,42.448,2.984,2.136,5.639,214149000,2349723000
20777,biotin,bmse000227,6,42.446,2.791,2.277,2.852,338293900,1781896000
20778,biotin,bmse000227,7,42.449,2.758,2.36,2.671,266614600,1247178000
20779,biotin,bmse000227,8,40.043,2.205,2.131,5.248,260490700,4275666000
20780,biotin,bmse000227,9,40.043,2.189,2.251,3.052,525419500,3552216000
20781,biotin,bmse000227,10,40.044,2.172,2.233,3.129,278329200,2045133000
20782,biotin,bmse000227,11,30.403,1.735,2.288,4.108,108404700,1405225000
20783,biotin,bmse000227,12,30.403,1.719,2.238,3.733,133251400,1574041000
20784,biotin,bmse000227,13,30.402,1.702,2.29,3.548,106719700,1089753000
20785,biotin,bmse000227,14,30.413,1.623,2.353,3.096,106628600,543173400
20786,biotin,bmse000227,15,28.394,1.618,2.555,3.294,177297700,1454608000
20787,biotin,bmse000227,16,30.415,1.602,2.387,3.492,126181600,1028181000
20788,biotin,bmse000227,17,28.39,1.599,2.487,3.687,242049900,3129505000
20789,biotin,bmse000227,18,28.403,1.581,2.796,3.136,174722100,1377850000
20790,biotin,bmse000227,19,30.411,1.575,2.147,5.955,67865450,435259500
20791,biotin,bmse000227,20,30.987,1.427,2.654,3.846,173130400,2236779000
20792,biotin,bmse000227,21,30.993,1.409,2.716,3.014,225715000,2023277000
20793,biotin,bmse000227,22,30.991,1.39,2.593,3.521,141967200,1486911000
20794,L_malic_acid,bmse000238,1,73.059,4.304,2.429,3.027,221232000,1541457000
20795,L_malic_acid,bmse000238,2,73.06,4.279,2.498,2.906,228372400,1534407000
20796,L_malic_acid,bmse000238,3,45.335,2.684,2.295,3.043,204857000,1281072000
20797,L_malic_acid,bmse000238,4,45.331,2.644,2.324,3.091,248390500,1567729000
20798,L_malic_acid,bmse000238,5,45.333,2.391,2.408,2.566,152901800,801708900
20799,L_malic_acid,bmse000238,6,45.334,2.364,2.287,3.09,154699900,1016207000
20800,L_malic_acid,bmse000238,7,45.328,2.326,2.582,2.431,123623300,603184400
20801,DL_pipecolic_acid,bmse000237,1,61.701,3.589,2.184,3.359,148220800,938288100
20802,DL_pipecolic_acid,bmse000237,2,61.704,3.561,2.208,3.55,141808700,1141993000
20803,DL_pipecolic_acid,bmse000237,3,46.371,3.421,2.313,3.671,127997500,1134112000
20804,DL_pipecolic_acid,bmse000237,4,46.368,3.39,2.198,3.96,142656700,1334579000
20805,DL_pipecolic_acid,bmse000237,5,46.366,3.027,2.247,3.328,86371730,577871800
20806,DL_pipecolic_acid,bmse000237,6,46.37,2.998,2.25,3.392,150308400,1050532000
20807,DL_pipecolic_acid,bmse000237,7,46.371,2.968,2.214,3.529,72280520,608113500
20808,DL_pipecolic_acid,bmse000237,8,29.235,2.228,2.341,4.705,89222820,1001443000
20809,DL_pipecolic_acid,bmse000237,9,29.233,2.193,2.327,4.463,101540800,1084555000
20810,DL_pipecolic_acid,bmse000237,10,24.532,1.894,2.372,4.704,72495030,963898900
20811,DL_pipecolic_acid,bmse000237,11,24.298,1.87,3.495,4.545,75028140,1474754000
20812,DL_pipecolic_acid,bmse000237,12,24.497,1.868,7.031,4.997,73372680,2613734000
20813,DL_pipecolic_acid,bmse000237,13,24.264,1.836,2.322,4.422,99931620,1194456000
20814,DL_pipecolic_acid,bmse000237,14,29.238,1.707,2.44,3.146,24281430,125062700
20815,DL_pipecolic_acid,bmse000237,15,24.259,1.697,2.261,6.538,18510080,377676700
20816,DL_pipecolic_acid,bmse000237,16,29.238,1.676,2.346,3.346,65720110,439775700
20817,DL_pipecolic_acid,bmse000237,17,24.268,1.667,2.327,4.397,55894000,584414800
20818,DL_pipecolic_acid,bmse000237,18,29.234,1.644,2.364,3.411,70685700,486378100
20819,DL_pipecolic_acid,bmse000237,19,24.271,1.635,2.384,4.202,59262420,745588500
20820,DL_pipecolic_acid,bmse000237,20,29.235,1.613,2.387,2.956,53028600,333157400
20821,DL_pipecolic_acid,bmse000237,21,24.453,1.609,4.208,3.275,51034610,798314600
20822,DL_pipecolic_acid,bmse000237,22,24.513,1.584,2.625,3.382,46315710,432180600
20823,DL_pipecolic_acid,bmse000237,23,24.511,1.554,2.429,3.614,37935820,299071300
20824,alpha_naphthoic_acid,bmse000178,1,128.305,8.228,2.525,2.988,241542000,1374540000
20825,alpha_naphthoic_acid,bmse000178,2,128.308,8.208,2.502,2.684,267068900,1369490000
20826,alpha_naphthoic_acid,bmse000178,3,130.968,7.973,2.24,2.851,276100800,1622794000
20827,alpha_naphthoic_acid,bmse000178,4,131.581,7.961,2.806,2.463,247636600,1663979000
20828,alpha_naphthoic_acid,bmse000178,5,130.967,7.954,2.197,3.553,283241200,2617098000
20829,alpha_naphthoic_acid,bmse000178,6,131.581,7.94,2.59,2.636,286103600,1741384000
20830,alpha_naphthoic_acid,bmse000178,7,126.925,7.633,2.272,2.712,240072000,1439701000
20831,alpha_naphthoic_acid,bmse000178,8,129.453,7.626,2.183,3.167,107610400,643767600
20832,alpha_naphthoic_acid,bmse000178,9,126.925,7.615,2.24,2.942,295262100,1892384000
