formula,c_isotope,n_isotope,mass
"C27H34O12",13,15,577.295607177
"C16H14O5",12,14,286.08412356
"C16H14O5",13,14,302.137800965
"C16H14O5",12,15,286.08412356
"C16H14O5",13,15,302.137800965
"C16H14O6",12,14,302.079038182
"C16H14O6",13,14,318.132715587
"C16H14O6",12,15,302.079038182
"C16H14O6",13,15,318.132715587
"C16H23N2O6",12,14,339.155611481
"C16H23N2O6",13,14,355.209288886
"C16H23N2O6",12,15,341.149681268
"C16H23N2O6",13,15,357.203358672
"C16H14O7",12,14,318.073952804
"C16H14O7",13,14,334.127630209
"C16H14O7",12,15,318.073952804
"C16H14O7",13,15,334.127630209
"C27H34O15",12,14,598.189770423
"C27H34O15",13,14,625.280351043
"C27H34O15",12,15,598.189770423
"C27H34O15",13,15,625.280351043
"C16H14O8",12,14,334.068867426
"C16H14O8",13,14,350.122544831
"C16H14O8",12,15,334.068867426
"C16H14O8",13,15,350.122544831
"C20H28N2O5S",12,14,408.17189271
"C20H28N2O5S",13,14,428.238989466
"C20H28N2O5S",12,15,410.165962496
"C20H28N2O5S",13,15,430.233059252
"C27H34O16",12,14,614.184685045
"C27H34O16",13,14,641.275265666
"C27H34O16",12,15,614.184685045
"C27H34O16",13,15,641.275265666
"C4H8N4O4",12,14,176.054554766
"C4H8N4O4",13,14,180.067974117
"C4H8N4O4",12,15,180.042694339
"C4H8N4O4",13,15,184.05611369
"C15H9I3O5",12,14,649.758402399
"C15H9I3O5",13,14,664.808724966
"C15H9I3O5",12,15,649.758402399
"C15H9I3O5",13,15,664.808724966
"C11H17N2+",12,14,177.138624976
"C11H17N2+",13,14,188.175528192
"C11H17N2+",12,15,179.132694763
"C11H17N2+",13,15,190.169597978
"C30H38O13",12,14,606.231241307
"C30H38O13",13,14,636.331886441
"C30H38O13",12,15,606.231241307
"C30H38O13",13,15,636.331886441
"C23H30N2O4",12,14,398.220557462
"C23H30N2O4",13,14,421.297718731
"C23H30N2O4",12,15,400.214627248
"C23H30N2O4",13,15,423.291788518
"C23H30N2O5",12,14,414.215472084
"C23H30N2O5",13,14,437.292633353
"C23H30N2O5",12,15,416.20954187
"C23H30N2O5",13,15,439.28670314
"C14H16O4S",12,14,280.076929692
"C14H16O4S",13,14,294.123897421
"C14H16O4S",12,15,280.076929692
"C14H16O4S",13,15,294.123897421
"C14H12Cl2O",12,14,266.026520427
"C14H12Cl2O",13,14,280.073488156
"C14H12Cl2O",12,15,266.026520427
"C14H12Cl2O",13,15,280.073488156
"C23H30N2O6",12,14,430.210386706
"C23H30N2O6",13,14,453.287547975
"C23H30N2O6",12,15,432.204456492
"C23H30N2O6",13,15,455.281617762
"C6H4ClNO2",12,14,156.993056088
"C6H4ClNO2",13,14,163.013185115
"C6H4ClNO2",12,15,157.990090981
"C6H4ClNO2",13,15,164.010220008
"C14H20N2O",12,14,232.157563275
"C14H20N2O",13,14,246.204531004
"C14H20N2O",12,15,234.151633061
"C14H20N2O",13,15,248.19860079
"C10H12N2O3S",12,14,240.056862952
"C10H12N2O3S",13,14,250.09041133
"C10H12N2O3S",12,15,242.050932738
"C10H12N2O3S",13,15,252.084481116
"C4H11O3PS",12,14,170.016651419
"C4H11O3PS",13,14,174.030070771
"C4H11O3PS",12,15,170.016651419
"C4H11O3PS",13,15,174.030070771
"C15H19NO2",12,14,245.141578859
"C15H19NO2",13,14,260.191901426
"C15H19NO2",12,15,246.138613753
"C15H19NO2",13,15,261.188936319
"C15H19NO3",12,14,261.136493481
"C15H19NO3",13,14,276.186816048
"C15H19NO3",12,15,262.133528375
"C15H19NO3",13,15,277.183850942
"C3H3ClN4O",12,14,145.999538449
"C3H3ClN4O",13,14,149.009602963
"C3H3ClN4O",12,15,149.987678022
"C3H3ClN4O",13,15,152.997742535
"C12H13N5O6S2",12,14,387.030724556
"C12H13N5O6S2",13,14,399.070982609
"C12H13N5O6S2",12,15,392.015899022
"C12H13N5O6S2",13,15,404.056157075
"C35H42N2O9",12,14,634.289030958
"C35H42N2O9",13,14,669.406450281
"C35H42N2O9",12,15,636.283100744
"C35H42N2O9",13,15,671.400520067
"C42H70O35",12,14,1134.36976402
"C42H70O35",13,14,1176.51066721
"C42H70O35",12,15,1134.36976402
"C42H70O35",13,15,1176.51066721
"C12H6O2",12,14,182.036779437
"C12H6O2",13,14,194.07703749
"C12H6O2",12,15,182.036779437
"C12H6O2",13,15,194.07703749
"C14H21N3O6S",12,14,359.115106112
"C14H21N3O6S",13,14,373.162073841
"C14H21N3O6S",12,15,362.106210792
"C14H21N3O6S",13,15,376.153178521
"C12H6O4",12,14,214.026608681
"C12H6O4",13,14,226.066866735
"C12H6O4",12,15,214.026608681
"C12H6O4",13,15,226.066866735
"C30H49N3O10S",12,14,643.3138655
"C30H49N3O10S",13,14,673.414510634
"C30H49N3O10S",12,15,646.304970179
"C30H49N3O10S",13,15,676.405615313
"C21H36BrNO",12,14,397.198027383
"C21H36BrNO",13,14,418.268478977
"C21H36BrNO",12,15,398.195062276
"C21H36BrNO",13,15,419.26551387
"C35H34MgN4O4",12,14,598.243047501
"C35H34MgN4O4",13,14,633.360466824
"C35H34MgN4O4",12,15,602.231187073
"C35H34MgN4O4",13,15,637.348606396
"C18H33FeO21",12,14,641.086375223
"C18H33FeO21",13,14,659.146762304
"C18H33FeO21",12,15,641.086375223
"C18H33FeO21",13,15,659.146762304
"C16H15Cl3O2",12,14,344.013762856
"C16H15Cl3O2",13,14,360.067440261
"C16H15Cl3O2",12,15,344.013762856
"C16H15Cl3O2",13,15,360.067440261
"C35H28O22",12,14,800.107222585
"C35H28O22",13,14,835.224641908
"C35H28O22",12,15,800.107222585
"C35H28O22",13,15,835.224641908
"C35H34MgN4O5",12,14,614.237962123
"C35H34MgN4O5",13,14,649.355381446
"C35H34MgN4O5",12,15,618.226101696
"C35H34MgN4O5",13,15,653.343521019
"C39H41NO19",12,14,827.227278141
"C39H41NO19",13,14,866.358116815
"C39H41NO19",12,15,828.224313034
"C39H41NO19",13,15,867.355151709
"C41H52O18",12,14,832.315364867
"C41H52O18",13,14,873.452913217
"C41H52O18",12,15,832.315364867
"C41H52O18",13,15,873.452913217
"C27H31O14+",12,14,579.170832125
"C27H31O14+",13,14,606.261412745
"C27H31O14+",12,15,579.170832125
"C27H31O14+",13,15,606.261412745
"C28H26N4O3",12,14,466.200490722
"C28H26N4O3",13,14,494.29442618
"C28H26N4O3",12,15,470.188630295
"C28H26N4O3",13,15,498.282565753
"C104H172N14O30P2",12,14,2159.18390328
"C104H172N14O30P2",13,14,2263.53280641
"C104H172N14O30P2",12,15,2173.14239178
"C104H172N14O30P2",13,15,2277.49129491
"C21H35N9O15P2",12,14,715.172784522
"C21H35N9O15P2",13,14,736.243236116
"C21H35N9O15P2",12,15,724.146098561
"C21H35N9O15P2",13,15,745.216550154
"C26H33NO4",12,14,423.240958553
"C26H33NO4",13,14,449.328184336
"C26H33NO4",12,15,424.237993446
"C26H33NO4",13,15,450.325219229
"C16H26N2O15P2",12,14,548.080841196
"C16H26N2O15P2",13,14,564.134518601
"C16H26N2O15P2",12,15,550.074910983
"C16H26N2O15P2",13,15,566.128588388
"C26H33NO5",12,14,439.235873175
"C26H33NO5",13,14,465.323098958
"C26H33NO5",12,15,440.232908068
"C26H33NO5",13,15,466.320133851
"C5H12N4O3",12,14,176.090940272
"C5H12N4O3",13,14,181.107714461
"C5H12N4O3",12,15,180.079079845
"C5H12N4O3",13,15,185.095854034
"C13H19NO",12,14,205.146664237
"C13H19NO",13,14,218.190277129
"C13H19NO",12,15,206.14369913
"C13H19NO",13,15,219.187312022
"C28H47NO4S",12,14,493.322579692
"C28H47NO4S",13,14,521.416515151
"C28H47NO4S",12,15,494.319614586
"C28H47NO4S",13,15,522.413550044
"C9H20NO2+",12,14,174.148855311
"C9H20NO2+",13,14,183.179048852
"C9H20NO2+",12,15,175.145890205
"C9H20NO2+",13,15,184.176083745
"C3H3ClO2",12,14,105.98215705
"C3H3ClO2",13,14,108.992221564
"C3H3ClO2",12,15,105.98215705
"C3H3ClO2",13,15,108.992221564
"C20H33N3",12,14,315.267448075
"C20H33N3",13,14,335.334544831
"C20H33N3",12,15,318.258552754
"C20H33N3",13,15,338.32564951
"C31H33N3O6S",12,14,575.209006498
"C31H33N3O6S",13,14,606.313006469
"C31H33N3O6S",12,15,578.200111177
"C31H33N3O6S",13,15,609.304111149
"C17H21ClFN3O4",12,14,385.120462088
"C17H21ClFN3O4",13,14,402.177494331
"C17H21ClFN3O4",12,15,388.111566768
"C17H21ClFN3O4",13,15,405.16859901
"C27H4804",12,14,5165.59145421
"C27H4804",13,14,5192.68203483
"C27H4804",12,15,5165.59145421
"C27H4804",13,15,5192.68203483
"C27H4805",12,14,5166.59927924
"C27H4805",13,14,5193.68985986
"C27H4805",12,15,5166.59927924
"C27H4805",13,15,5193.68985986
"C43H48CoN4O16+",12,14,935.239183135
"C43H48CoN4O16+",13,14,978.383441161
"C43H48CoN4O16+",12,15,939.227322708
"C43H48CoN4O16+",13,15,982.371580733
"C16H12NO3+",12,14,266.081169677
"C16H12NO3+",13,14,282.134847082
"C16H12NO3+",12,15,267.07820457
"C16H12NO3+",13,15,283.131881975
"C16H27NO11",12,14,409.158410715
"C16H27NO11",13,14,425.21208812
"C16H27NO11",12,15,410.155445608
"C16H27NO11",13,15,426.209123013
"C23H21N2NaO6S",12,14,476.101801777
"C23H21N2NaO6S",13,14,499.178963046
"C23H21N2NaO6S",12,15,478.095871563
"C23H21N2NaO6S",13,15,501.173032833
"C24H29NO10",12,14,491.179146157
"C24H29NO10",13,14,515.259662264
"C24H29NO10",12,15,492.17618105
"C24H29NO10",13,15,516.256697157
"C11H17N3O",12,14,207.137162183
"C11H17N3O",13,14,218.174065399
"C11H17N3O",12,15,210.128266863
"C11H17N3O",13,15,221.165170079
"C10H12N2O5S",12,14,272.046692196
"C10H12N2O5S",13,14,282.080240574
"C10H12N2O5S",12,15,274.040761982
"C10H12N2O5S",13,15,284.074310361
"C43H70N10O27P2",12,14,1220.38871012
"C43H70N10O27P2",13,14,1263.53296814
"C43H70N10O27P2",12,15,1230.35905905
"C43H70N10O27P2",13,15,1273.50331707
"C27H31O15+",12,14,595.165746747
"C27H31O15+",13,14,622.256327367
"C27H31O15+",12,15,595.165746747
"C27H31O15+",13,15,622.256327367
"C30H31N",12,14,405.24565
"C30H31N",13,14,435.346295134
"C30H31N",12,15,406.242684893
"C30H31N",13,15,436.343330028
"C18H22O11",12,14,414.116211549
"C18H22O11",13,14,432.17659863
"C18H22O11",12,15,414.116211549
"C18H22O11",13,15,432.17659863
"C21H26O10",12,14,438.152597056
"C21H26O10",13,14,459.223048649
"C21H26O10",12,15,438.152597056
"C21H26O10",13,15,459.223048649
"C21H26O12",12,14,470.1424263
"C21H26O12",13,14,491.212877894
"C21H26O12",12,15,470.1424263
"C21H26O12",13,15,491.212877894
"C7H9ClO6P2S",12,14,317.928359441
"C7H9ClO6P2S",13,14,324.951843306
"C7H9ClO6P2S",12,15,317.928359441
"C7H9ClO6P2S",13,15,324.951843306
"C36H54O2",12,14,518.412380978
"C36H54O2",13,14,554.533155138
"C36H54O2",12,15,518.412380978
"C36H54O2",13,15,554.533155138
"C17H10O6",12,14,310.047738054
"C17H10O6",13,14,327.104770296
"C17H10O6",12,15,310.047738054
"C17H10O6",13,15,327.104770296
"C24H26N2O16S",12,14,630.100303489
"C24H26N2O16S",13,14,654.180819596
"C24H26N2O16S",12,15,632.094373275
"C24H26N2O16S",13,15,656.174889382
"C29H38O11",12,14,562.241412063
"C29H38O11",13,14,591.338702359
"C29H38O11",12,15,562.241412063
"C29H38O11",13,15,591.338702359
"C14H20N6O5S",12,14,384.121588474
"C14H20N6O5S",13,14,398.168556203
"C14H20N6O5S",12,15,390.103797833
"C14H20N6O5S",13,15,404.150765562
"C6H5BrO",12,14,171.952377383
"C6H5BrO",13,14,177.972506409
"C6H5BrO",12,15,171.952377383
"C6H5BrO",13,15,177.972506409
"C20H33NO",12,14,303.256214687
"C20H33NO",13,14,323.323311443
"C20H33NO",12,15,304.25324958
"C20H33NO",13,15,324.320346336
"C41H38N6O5S2",12,14,758.234509742
"C41H38N6O5S2",13,14,799.372058091
"C41H38N6O5S2",12,15,764.216719101
"C41H38N6O5S2",13,15,805.354267451
"C36H54O8",12,14,614.38186871
"C36H54O8",13,14,650.502642871
"C36H54O8",12,15,614.38186871
"C36H54O8",13,15,650.502642871
"C12H22O2",12,14,198.16197995
"C12H22O2",13,14,210.202238004
"C12H22O2",12,15,198.16197995
"C12H22O2",13,15,210.202238004
"C18H34ClN2O8PS",12,14,504.146200989
"C18H34ClN2O8PS",13,14,522.206588069
"C18H34ClN2O8PS",12,15,506.140270775
"C18H34ClN2O8PS",13,15,524.200657855
"C12H22O3",12,14,214.156894572
"C12H22O3",13,14,226.197152626
"C12H22O3",12,15,214.156894572
"C12H22O3",13,15,226.197152626
"C12H22O4",12,14,230.151809195
"C12H22O4",13,14,242.192067248
"C12H22O4",12,15,230.151809195
"C12H22O4",13,15,242.192067248
"C12H22O5",12,14,246.146723817
"C12H22O5",13,14,258.18698187
"C12H22O5",12,15,246.146723817
"C12H22O5",13,15,258.18698187
"C16H24N2O",12,14,260.188863403
"C16H24N2O",13,14,276.242540808
"C16H24N2O",12,15,262.182933189
"C16H24N2O",13,15,278.236610594
"C40H44N2O18",12,14,840.258912621
"C40H44N2O18",13,14,880.393106133
"C40H44N2O18",12,15,842.252982407
"C40H44N2O18",13,15,882.387175919
"C42H84NO8P",12,14,761.593455188
"C42H84NO8P",13,14,803.734358376
"C42H84NO8P",12,15,762.590490082
"C42H84NO8P",13,15,804.731393269
"C40H44N2O19",12,14,856.253827243
"C40H44N2O19",13,14,896.388020755
"C40H44N2O19",12,15,858.247897029
"C40H44N2O19",13,15,898.382090541
"C28H40N7O18P3S",12,14,887.136337738
"C28H40N7O18P3S",13,14,915.230273197
"C28H40N7O18P3S",12,15,894.115581991
"C28H40N7O18P3S",13,15,922.209517449
"C42H92N10O34S5",12,14,1440.43809361
"C42H92N10O34S5",13,14,1482.57899679
"C42H92N10O34S5",12,15,1450.40844254
"C42H92N10O34S5",13,15,1492.54934573
"C23H36N4O5",12,14,448.268570287
"C23H36N4O5",13,14,471.345731556
"C23H36N4O5",12,15,452.25670986
"C23H36N4O5",13,15,475.333871129
"C42H71N6O31P",12,14,1186.39013611
"C42H71N6O31P",13,14,1228.53103929
"C42H71N6O31P",12,15,1192.37234546
"C42H71N6O31P",13,15,1234.51324865
"C27H31O16+",12,14,611.160661369
"C27H31O16+",13,14,638.251241989
"C27H31O16+",12,15,611.160661369
"C27H31O16+",13,15,638.251241989
"C14H15N3",12,14,225.126597497
"C14H15N3",13,14,239.173565226
"C14H15N3",12,15,228.117702177
"C14H15N3",13,15,242.164669906
"C6H14INO2S",12,14,290.978992389
"C6H14INO2S",13,14,296.999121416
"C6H14INO2S",12,15,291.976027282
"C6H14INO2S",13,15,297.996156309
"C59H86CoN13O15P-6",12,14,1306.54688735
"C59H86CoN13O15P-6",13,14,1365.74482278
"C59H86CoN13O15P-6",12,15,1319.50834096
"C59H86CoN13O15P-6",13,15,1378.70627639
"C22H26N4",12,14,346.215746855
"C22H26N4",13,14,368.289553287
"C22H26N4",12,15,350.203886428
"C22H26N4",13,15,372.27769286
"C16H10",12,14,202.078250321
"C16H10",13,14,218.131927726
"C16H10",12,15,202.078250321
"C16H10",13,15,218.131927726
"C5H12O4",12,14,136.073558874
"C5H12O4",13,14,141.090333063
"C5H12O4",12,15,136.073558874
"C5H12O4",13,15,141.090333063
"C5H12O5",12,14,152.068473496
"C5H12O5",13,14,157.085247685
"C5H12O5",12,15,152.068473496
"C5H12O5",13,15,157.085247685
"C12H8O2S",12,14,216.024500191
"C12H8O2S",13,14,228.064758245
"C12H8O2S",12,15,216.024500191
"C12H8O2S",13,15,228.064758245
"C16H14",12,14,206.109550449
"C16H14",13,14,222.163227854
"C16H14",12,15,206.109550449
"C16H14",13,15,222.163227854
"C9H14N2O11P2",12,14,388.007282323
"C9H14N2O11P2",13,14,397.037475863
"C9H14N2O11P2",12,15,390.001352109
"C9H14N2O11P2",13,15,399.03154565
"C37H30O17",12,14,746.148299539
"C37H30O17",13,14,783.272428537
"C37H30O17",12,15,746.148299539
"C37H30O17",13,15,783.272428537
"C16H16",12,14,208.125200514
"C16H16",13,14,224.178877918
"C16H16",12,15,208.125200514
"C16H16",13,15,224.178877918
"C14H21N3O9S",12,14,407.099849979
"C14H21N3O9S",13,14,421.146817708
"C14H21N3O9S",12,15,410.090954658
"C14H21N3O9S",13,15,424.137922387
"C9H8N2O2",12,14,176.058577511
"C9H8N2O2",13,14,185.088771052
"C9H8N2O2",12,15,178.052647298
"C9H8N2O2",13,15,187.082840838
"C17H21NO2",12,14,271.157228923
"C17H21NO2",13,14,288.214261166
"C17H21NO2",12,15,272.154263817
"C17H21NO2",13,15,289.211296059
"C17H18N2S2",12,14,314.091139968
"C17H18N2S2",13,14,331.148172211
"C17H18N2S2",12,15,316.085209755
"C17H18N2S2",13,15,333.142241997
"C17H21NO3",12,14,287.152143546
"C17H21NO3",13,14,304.209175788
"C17H21NO3",12,15,288.149178439
"C17H21NO3",13,15,305.206210681
"C17H21NO4",12,14,303.147058168
"C17H21NO4",13,14,320.20409041
"C17H21NO4",12,15,304.144093061
"C17H21NO4",13,15,321.201125304
"C17H21NO5",12,14,319.14197279
"C17H21NO5",13,14,336.199005032
"C17H21NO5",12,15,320.139007683
"C17H21NO5",13,15,337.196039926
"C9H8N2O5",12,14,224.043321378
"C9H8N2O5",13,14,233.073514918
"C9H8N2O5",12,15,226.037391164
"C9H8N2O5",13,15,235.067584704
"C6H13NO8S",12,14,259.036187089
"C6H13NO8S",13,14,265.056316116
"C6H13NO8S",12,15,260.033221982
"C6H13NO8S",13,15,266.053351009
"C14H19BrN4O-2",12,14,338.075321013
"C14H19BrN4O-2",13,14,352.122288742
"C14H19BrN4O-2",12,15,342.063460585
"C14H19BrN4O-2",13,15,356.110428315
"C82H56O52",12,14,1872.17376215
"C82H56O52",13,14,1954.44885885
"C82H56O52",12,15,1872.17376215
"C82H56O52",13,15,1954.44885885
"C20H25NO2",12,14,311.188529052
"C20H25NO2",13,14,331.255625808
"C20H25NO2",12,15,312.185563945
"C20H25NO2",13,15,332.252660701
"C19H23N7O6",12,14,445.170981507
"C19H23N7O6",13,14,464.234723425
"C19H23N7O6",12,15,452.15022576
"C19H23N7O6",13,15,471.213967678
"C20H25NO4",12,14,343.178358296
"C20H25NO4",13,14,363.245455052
"C20H25NO4",12,15,344.175393189
"C20H25NO4",13,15,364.242489945
"C15H21N5O13P2",12,14,541.061108807
"C15H21N5O13P2",13,14,556.111431374
"C15H21N5O13P2",12,15,546.046283273
"C15H21N5O13P2",13,15,561.09660584
"C43H56O17",12,14,844.351750373
"C43H56O17",13,14,887.496008399
"C43H56O17",12,15,844.351750373
"C43H56O17",13,15,887.496008399
"C7H15N2O8P",12,14,286.056601979
"C7H15N2O8P",13,14,293.080085843
"C7H15N2O8P",12,15,288.050671765
"C7H15N2O8P",13,15,295.07415563
"C28H37NO9",12,14,531.246831792
"C28H37NO9",13,14,559.34076725
"C28H37NO9",12,15,532.243866685
"C28H37NO9",13,15,560.337802143
"C22H26O3",12,14,338.188194701
"C22H26O3",13,14,360.262001133
"C22H26O3",12,15,338.188194701
"C22H26O3",13,15,360.262001133
"C26H40N7O19P3S",12,14,879.13125236
"C26H40N7O19P3S",13,14,905.218478143
"C26H40N7O19P3S",12,15,886.110496613
"C26H40N7O19P3S",13,15,912.197722395
"C22H26O4",12,14,354.183109323
"C22H26O4",13,14,376.256915755
"C22H26O4",12,15,354.183109323
"C22H26O4",13,15,376.256915755
"C18H15ClN2O2S",12,14,358.054276136
"C18H15ClN2O2S",13,14,376.114663217
"C18H15ClN2O2S",12,15,360.048345923
"C18H15ClN2O2S",13,15,378.108733003
"C22H26O5",12,14,370.178023945
"C22H26O5",13,14,392.251830377
"C22H26O5",12,15,370.178023945
"C22H26O5",13,15,392.251830377
"C22H26O6",12,14,386.172938567
"C22H26O6",13,14,408.246744999
"C22H26O6",12,15,386.172938567
"C22H26O6",13,15,408.246744999
"C25H42N7O18P3S",12,14,853.151987802
"C25H42N7O18P3S",13,14,878.235858747
"C25H42N7O18P3S",12,15,860.131232055
"C25H42N7O18P3S",13,15,885.215103
"C22H26O8",12,14,418.162767811
"C22H26O8",13,14,440.236574243
"C22H26O8",12,15,418.162767811
"C22H26O8",13,15,440.236574243
"C16H15FN2O4",12,14,318.10158518
"C16H15FN2O4",13,14,334.155262585
"C16H15FN2O4",12,15,320.095654967
"C16H15FN2O4",13,15,336.149332372
"C22H26O9",12,14,434.157682433
"C22H26O9",13,14,456.231488865
"C22H26O9",12,15,434.157682433
"C22H26O9",13,15,456.231488865
"C14H22N2O16P2",12,14,536.04445569
"C14H22N2O16P2",13,14,550.091423419
"C14H22N2O16P2",12,15,538.038525477
"C14H22N2O16P2",13,15,552.085493206
"C11H10N2O2",12,14,202.074227576
"C11H10N2O2",13,14,213.111130791
"C11H10N2O2",12,15,204.068297362
"C11H10N2O2",13,15,215.105200578
"C14H19N3O6S",12,14,357.099456048
"C14H19N3O6S",13,14,371.146423777
"C14H19N3O6S",12,15,360.090560728
"C14H19N3O6S",13,15,374.137528457
"C44H55CoN4O16+",12,14,954.29395836
"C44H55CoN4O16+",13,14,998.441571223
"C44H55CoN4O16+",12,15,958.282097933
"C44H55CoN4O16+",13,15,1002.4297108
"C21H26N8O6S2",12,14,550.141671989
"C21H26N8O6S2",13,14,571.212123583
"C21H26N8O6S2",12,15,558.117951134
"C21H26N8O6S2",13,15,579.188402728
"C21H27N5O9S2",12,14,557.125018872
"C21H27N5O9S2",13,14,578.195470465
"C21H27N5O9S2",12,15,562.110193338
"C21H27N5O9S2",13,15,583.180644931
"C16H24N5O8P",12,14,445.136249283
"C16H24N5O8P",13,14,461.189926688
"C16H24N5O8P",12,15,450.121423749
"C16H24N5O8P",13,15,466.175101154
"C31H53N3O19P2",12,14,833.274849557
"C31H53N3O19P2",13,14,864.378849529
"C31H53N3O19P2",12,15,836.265954236
"C31H53N3O19P2",13,15,867.369954208
"C15H20N2O2",12,14,260.152477897
"C15H20N2O2",13,14,275.202800464
"C15H20N2O2",12,15,262.146547683
"C15H20N2O2",13,15,277.19687025
"C10H15N5O13P2S",12,14,506.986229305
"C10H15N5O13P2S",13,14,517.019777683
"C10H15N5O13P2S",12,15,511.971403771
"C10H15N5O13P2S",13,15,522.004952149
"C25H22ClNO3",12,14,419.128821288
"C25H22ClNO3",13,14,444.212692233
"C25H22ClNO3",12,15,420.125856181
"C25H22ClNO3",13,15,445.209727126
"C20H42O7P2",12,14,456.240576723
"C20H42O7P2",13,14,476.307673479
"C20H42O7P2",12,15,456.240576723
"C20H42O7P2",13,15,476.307673479
"C15H17I2N5O4",12,14,584.93699006
"C15H17I2N5O4",13,14,599.987312627
"C15H17I2N5O4",12,15,589.922164526
"C15H17I2N5O4",13,15,604.972487093
"C32H32O16S4",12,14,800.057317741
"C32H32O16S4",13,14,832.16467255
"C32H32O16S4",12,15,800.057317741
"C32H32O16S4",13,15,832.16467255
"C35H34N2O5",12,14,562.246772212
"C35H34N2O5",13,14,597.364191535
"C35H34N2O5",12,15,564.240841999
"C35H34N2O5",13,15,599.358261322
"C27H32N2O8",12,14,512.215866014
"C27H32N2O8",13,14,539.306446635
"C27H32N2O8",12,15,514.209935801
"C27H32N2O8",13,15,541.300516421
"C33H61N5O9",12,14,671.446928583
"C33H61N5O9",13,14,704.55763823
"C33H61N5O9",12,15,676.432103049
"C33H61N5O9",13,15,709.542812696
"C34H32ClFeN4O4",12,14,651.146150346
"C34H32ClFeN4O4",13,14,685.260214832
"C34H32ClFeN4O4",12,15,655.134289919
"C34H32ClFeN4O4",13,15,689.248354404
"C32H38N6O7S",12,14,650.252268296
"C32H38N6O7S",13,14,682.359623105
"C32H38N6O7S",12,15,656.234477655
"C32H38N6O7S",13,15,688.341832465
"C37H50O9",12,14,638.345483204
"C37H50O9",13,14,675.469612203
"C37H50O9",12,15,638.345483204
"C37H50O9",13,15,675.469612203
"C21H24FN3O4",12,14,401.175084474
"C21H24FN3O4",13,14,422.245536068
"C21H24FN3O4",12,15,404.166189154
"C21H24FN3O4",13,15,425.236640748
"C16H16N3NaO7S2",12,14,449.032735934
"C16H16N3NaO7S2",13,14,465.086413339
"C16H16N3NaO7S2",12,15,452.023840613
"C16H16N3NaO7S2",13,15,468.077518018
"C19H19ClN3NaO6S",12,14,475.058078428
"C19H19ClN3NaO6S",13,14,494.121820346
"C19H19ClN3NaO6S",12,15,478.049183108
"C19H19ClN3NaO6S",13,15,497.112925026
"C27H21NO11",12,14,535.111460522
"C27H21NO11",13,14,562.202041143
"C27H21NO11",12,15,536.108495416
"C27H21NO11",13,15,563.199076036
"C39H44N2O7",12,14,652.314851778
"C39H44N2O7",13,14,691.445690452
"C39H44N2O7",12,15,654.308921564
"C39H44N2O7",13,15,693.439760238
"C27H21NO12",12,14,551.106375145
"C27H21NO12",13,14,578.196955765
"C27H21NO12",12,15,552.103410038
"C27H21NO12",13,15,579.193990658
"C10H16N2O",12,14,180.126263146
"C10H16N2O",13,14,190.159811524
"C10H16N2O",12,15,182.120332932
"C10H16N2O",13,15,192.15388131
"C2H8O7P2",12,14,205.974525632
"C2H8O7P2",13,14,207.981235307
"C2H8O7P2",12,15,205.974525632
"C2H8O7P2",13,15,207.981235307
"C14H19N3O7S",12,14,373.09437067
"C14H19N3O7S",13,14,387.141338399
"C14H19N3O7S",12,15,376.08547535
"C14H19N3O7S",13,15,390.132443079
"C18H28N2O",12,14,288.220163531
"C18H28N2O",13,14,306.280550612
"C18H28N2O",12,15,290.214233318
"C18H28N2O",13,15,308.274620398
"C26H32ClFO5",12,14,478.192230048
"C26H32ClFO5",13,14,504.27945583
"C26H32ClFO5",12,15,478.192230048
"C26H32ClFO5",13,15,504.27945583
"C26H44N2",12,14,384.350449423
"C26H44N2",13,14,410.437675206
"C26H44N2",12,15,386.344519209
"C26H44N2",13,15,412.431744992
"C5H4N2O4",12,14,156.017106627
"C5H4N2O4",13,14,161.033880816
"C5H4N2O4",12,15,158.011176414
"C5H4N2O4",13,15,163.027950603
"C53H85NO20",12,14,1055.56649418
"C53H85NO20",13,14,1108.74430058
"C53H85NO20",12,15,1056.56352907
"C53H85NO20",13,15,1109.74133547
"C20H22N4O10S",12,14,510.105663638
